Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-io,org.apache.commons.io.output,ThresholdingOutputStreamTest,testThresholdIOConsumerIOException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-io,org.apache.commons.io.output,ThresholdingOutputStreamTest,testThresholdIOConsumerUncheckedException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-io,org.apache.commons.io.output,UncheckedAppendableTest,testAppendCharSequenceIndexedThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedAppendableTest,testAppendCharSequenceIndexedThrows,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-io,org.apache.commons.io.output,UncheckedAppendableTest,testAppendCharSequenceThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedAppendableTest,testAppendCharSequenceThrows,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-io,org.apache.commons.io.output,UncheckedAppendableTest,testAppendCharThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedAppendableTest,testAppendCharThrows,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testClose,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testCloseThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testEquals,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testEqualsThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testFlush,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testFlushThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testHashCode,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testHashCodeThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testToString,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testToStringThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testWriteInt,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStreamTest,testWriteIntThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,testAppendChar,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,testAppendCharSequence,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,testAppendCharSequenceIndexed,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,testAppendCharSequenceIndexedThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.output,UncheckedFilterWriterTest,testAppendCharSequenceThrows,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
